date,temperature,humidity,pressure
2017-01-26 16:30:00+00:00,-2.6000004,12.781303,-0.011474609
2017-01-26 17:30:00+00:00,-0.70000076,1.6356735,-0.103027344
2017-01-26 18:30:00+00:00,-1.2999992,5.2952576,-0.6048584
2017-01-26 19:30:00+00:00,-0.6499996,3.5031052,-0.60217285
2017-01-26 20:30:00+00:00,-0.050001144,-0.28437805,-0.2999878
2017-01-26 21:30:00+00:00,0.0,4.2821198,-0.099853516
2017-01-26 22:30:00+00:00,1.0,-5.0202026,-0.39501953
2017-01-26 23:30:00+00:00,0.20000076,1.6828613,0.0009765625
2017-01-27 00:30:00+00:00,-0.5,3.6713715,0.49719238
2017-01-27 01:30:00+00:00,1.4499989,-7.138321,1.2047119
2017-01-27 02:30:00+00:00,2.3000011,-11.631233,0.9090576
2017-01-27 03:30:00+00:00,1.1999989,-5.7728424,0.50476074
2017-01-27 04:30:00+00:00,1.9500008,-9.296665,-0.49102783
2017-01-27 05:30:00+00:00,-0.14999962,-0.035938263,-0.5999756
2017-01-27 06:30:00+00:00,0.75,-3.0539703,-1.0953369
2017-01-27 07:30:00+00:00,0.10000038,-1.5311661,-0.89868164
2017-01-27 08:30:00+00:00,-0.5,1.6068687,-0.4013672
2017-01-27 09:30:00+00:00,-0.6500015,4.781128,-0.10266113
2017-01-27 10:30:00+00:00,-0.6499996,4.172882,0.2966919
2017-01-27 11:30:00+00:00,-0.94999886,2.9109077,-0.10394287
2017-01-27 12:30:00+00:00,-2.8500004,12.461388,-0.11224365
2017-01-27 13:30:00+00:00,-0.14999962,0.99308777,0.49871826
2017-01-27 14:30:00+00:00,-1.75,8.390648,0.6911011
2017-01-27 15:30:00+00:00,0.8499985,0.069099426,0.50323486
2017-01-27 16:30:00+00:00,-0.5,-2.8142395,0.097595215
2017-01-27 17:30:00+00:00,-1.1999989,3.8160553,-0.0053100586
2017-01-27 18:30:00+00:00,-0.20000076,0.5610275,-0.5003052
2017-01-27 19:30:00+00:00,-0.44999886,1.7209244,-0.6011963
2017-01-27 20:30:00+00:00,-0.70000076,1.4496307,-0.802063
2017-01-27 21:30:00+00:00,-0.20000076,0.59349823,-0.30059814
2017-01-27 22:30:00+00:00,0.20000076,0.008811951,0.4005127
2017-01-27 23:30:00+00:00,0.54999924,2.4578476,0.7015381
2017-01-28 00:30:00+00:00,-0.099998474,-0.31004333,0.49865723
2017-01-28 01:30:00+00:00,1.7999992,-6.9832764,0.9071655
2017-01-28 02:30:00+00:00,2.3500004,-10.882019,1.3088379
2017-01-28 03:30:00+00:00,2.0499992,-7.670517,0.4083252
2017-01-28 04:30:00+00:00,1.8500004,-7.0461655,-0.6911011
2017-01-28 05:30:00+00:00,1.3500004,-5.0944443,-0.99298096
2017-01-28 06:30:00+00:00,1.0,-3.8726578,-1.2940063
2017-01-28 07:30:00+00:00,0.6000004,-3.536255,-1.2958374
2017-01-28 08:30:00+00:00,0.19999886,-2.0211105,-0.9980469
2017-01-28 09:30:00+00:00,-0.25,-0.53393173,-0.00091552734
2017-01-28 10:30:00+00:00,-1.1000004,2.4197197,0.2947998
2017-01-28 11:30:00+00:00,-2.4499989,4.1516647,0.88830566
2017-01-28 12:30:00+00:00,-1.4500008,3.509037,0.29370117
2017-01-28 13:30:00+00:00,-0.6000004,-0.90141296,0.49658203
2017-01-28 14:30:00+00:00,-0.94999886,2.6645012,0.5950928
2017-01-28 15:30:00+00:00,-1.0500011,1.9675674,0.29516602
2017-01-28 16:30:00+00:00,-1.25,-2.1110725,0.2937622
2017-01-28 17:30:00+00:00,-1.7999992,5.8978844,0.29180908
2017-01-28 18:30:00+00:00,0.10000038,-2.7879143,-0.099609375
2017-01-28 19:30:00+00:00,-0.95000076,3.7208672,-0.0041503906
2017-01-28 20:30:00+00:00,-0.29999924,1.5274506,-0.30114746
2017-01-28 21:30:00+00:00,-0.20000076,2.0551224,-0.10083008
2017-01-28 22:30:00+00:00,-0.5999994,4.2598877,-0.0025024414
2017-01-28 23:30:00+00:00,-0.05000019,5.3979416,0.19934082
2017-01-29 00:30:00+00:00,0.19999981,-0.5012665,0.79992676
2017-01-29 01:30:00+00:00,1.9499998,-7.4545517,1.2073364
2017-01-29 02:30:00+00:00,2.3000011,-7.6373444,1.1088257
2017-01-29 03:30:00+00:00,1.7999992,-5.472374,0.5073242
2017-01-29 04:30:00+00:00,1.3500004,-4.690254,-0.7929077
2017-01-29 05:30:00+00:00,1.1999989,-3.987053,-0.7939453
2017-01-29 06:30:00+00:00,0.95000076,-3.425232,-1.394104
2017-01-29 07:30:00+00:00,0.6000004,-2.3989334,-1.2958374
2017-01-29 08:30:00+00:00,0.25,-1.806076,-0.5979004
2017-01-29 09:30:00+00:00,-0.25,-0.63235474,-0.10119629
2017-01-29 10:30:00+00:00,-0.80000114,2.513401,0.29644775
2017-01-29 11:30:00+00:00,-4.1499996,18.432693,0.5811157
